date,order,Capsule,Family,ID,eggmass,original,current,gen
10/17/2017,3,0.14,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,4,0.233,SCW46,SCW46B220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,5,0.182,SCW46,SCW46B220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,6,0.15,SCW46,SCW46B220C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,7,0.184,SCW46,SCW46B220C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,8,0.068,SCW46,SCW46C320C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,9,0.079,SCW46,SCW46C320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,1,0.122,SCW46,SCW46A220C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,2,0.116,SCW46,SCW46A220C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,3,0.087,SCW46,SCW46A220C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,4,0.095,SCW46,SCW46A220C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,5,0.204,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,6,0.2,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,7,0.111,SCW46,SCW46B320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,8,0.096,SCW46,SCW46B320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,9,0.109,SCW46,SCW46B320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,10,0.101,SCW46,SCW46B320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,11,0.106,SCW46,SCW46C420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,12,0.113,SCW46,SCW46C420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,13,0.118,SCW46,SCW46C420C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,14,0.098,SCW46,SCW46C420C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,1,0.183,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,2,0.184,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,3,0.145,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/24/2017,1,0.112,SCW46,SCW46A120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,2,0.131,SCW46,SCW46A120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,3,0.158,SCW46,SCW46A220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,4,0.139,SCW46,SCW46A220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,5,0.133,SCW46,SCW46A420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,6,0.118,SCW46,SCW46A420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,7,0.221,SCW46,SCW46B120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,8,0.2,SCW46,SCW46B120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,9,0.188,SCW46,SCW46B120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,10,0.184,SCW46,SCW46B120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,11,0.178,SCW46,SCW46B220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,12,0.157,SCW46,SCW46B220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,13,0.226,SCW46,SCW46B220C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,14,0.235,SCW46,SCW46B220C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,15,0.118,SCW46,SCW46B320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,16,0.129,SCW46,SCW46B320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,17,0.088,SCW46,SCW46B320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,18,0.105,SCW46,SCW46B320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,19,0.113,SCW46,SCW46B320C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,20,0.124,SCW46,SCW46B320C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,21,0.111,SCW46,SCW46B420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,22,0.114,SCW46,SCW46B420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,23,0.115,SCW46,SCW46C320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,24,0.114,SCW46,SCW46C320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,25,0.125,SCW46,SCW46C320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,26,0.111,SCW46,SCW46C320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,27,0.118,SCW46,SCW46C420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,28,0.119,SCW46,SCW46C420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,29,0.109,SCW46,SCW46C420C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,30,0.106,SCW46,SCW46C420C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,31,0.115,SCW46,SCW46C420C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,32,0.095,SCW46,SCW46C420C16ppt,3,20C16ppt,20C16ppt,p
10/27/2017,1,0.105,SCW46,SCW46A420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,2,0.119,SCW46,SCW46A420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,3,0.11,SCW46,SCW46A420C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,4,0.105,SCW46,SCW46A420C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,5,0.175,SCW46,SCW46B120C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,6,0.182,SCW46,SCW46B120C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,7,0.091,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/27/2017,8,0.092,SCW46,SCW46B120C32ppt,1,20C32ppt,20C32ppt,p
10/27/2017,9,0.177,SCW46,SCW46B120C32ppt,2,20C32ppt,20C32ppt,p
10/27/2017,10,0.125,SCW46,SCW46B120C32ppt,2,20C32ppt,20C32ppt,p
10/27/2017,11,0.115,SCW46,SCW46B220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,12,0.131,SCW46,SCW46B220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,13,0.147,SCW46,SCW46B220C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,14,0.152,SCW46,SCW46B220C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,15,0.102,SCW46,SCW46B420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,16,0.096,SCW46,SCW46B420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,17,0.101,SCW46,SCW46C320C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,18,0.119,SCW46,SCW46C320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,32,0.115,SCW47,SCW47A120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,33,0.102,SCW47,SCW47A120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,34,0.121,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,35,0.112,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,36,0.11,SCW47,SCW47A320C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,37,0.121,SCW47,SCW47A320C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,38,0.089,SCW47,SCW47A320C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,39,0.108,SCW47,SCW47A320C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,40,0.101,SCW47,SCW47A320C16ppt,4,20C16ppt,20C16ppt,p
10/1/2017,41,0.103,SCW47,SCW47A320C16ppt,4,20C16ppt,20C16ppt,p
10/1/2017,42,0.102,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,43,0.099,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,44,0.109,SCW47,SCW47A420C32ppt,2,20C32ppt,20C32ppt,p
10/1/2017,45,0.094,SCW47,SCW47A420C32ppt,2,20C32ppt,20C32ppt,p
10/1/2017,46,0.118,SCW47,SCW47B120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,47,0.107,SCW47,SCW47B120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,48,0.117,SCW47,SCW47B120C32ppt,2,20C32ppt,20C32ppt,p
10/1/2017,49,0.106,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,50,0.111,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,51,0.113,SCW47,SCW47B220C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,52,0.108,SCW47,SCW47B220C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,53,0.106,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,54,0.102,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,55,0.098,SCW47,SCW47C120C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,56,0.105,SCW47,SCW47C120C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,57,0.109,SCW47,SCW47C220C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,58,0.108,SCW47,SCW47C220C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,59,0.107,SCW47,SCW47C220C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,60,0.102,SCW47,SCW47C220C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,61,0.097,SCW47,SCW47C320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,62,0.099,SCW47,SCW47C320C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,38,0.133,SCW47,SCW47A220C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,39,0.106,SCW47,SCW47A220C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,40,0.129,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,41,0.132,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,42,0.108,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,43,0.088,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,44,0.104,SCW47,SCW47B320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,45,0.09,SCW47,SCW47B320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,46,0.098,SCW47,SCW47B320C32ppt,2,20C32ppt,20C32ppt,p
10/7/2017,47,0.097,SCW47,SCW47B320C32ppt,2,20C32ppt,20C32ppt,p
10/7/2017,48,0.108,SCW47,SCW47B320C32ppt,3,20C32ppt,20C32ppt,p
10/7/2017,49,0.121,SCW47,SCW47B320C32ppt,3,20C32ppt,20C32ppt,p
10/7/2017,50,0.114,SCW47,SCW47C220C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,51,0.109,SCW47,SCW47C220C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,52,0.106,SCW47,SCW47C320C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,19,0.125,SCW47,SCW47A120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,20,0.116,SCW47,SCW47A120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,21,0.117,SCW47,SCW47A120C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,22,0.135,SCW47,SCW47A120C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,23,0.116,SCW47,SCW47A220C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,24,0.148,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,25,0.12,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,26,0.169,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,27,0.191,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,28,0.133,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,29,0.13,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,30,0.091,SCW47,SCW47B220C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,31,0.112,SCW47,SCW47B220C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,32,0.116,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,33,0.139,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,34,0.096,SCW47,SCW47C120C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,35,0.095,SCW47,SCW47C120C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,36,0.115,SCW47,SCW47C320C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,37,0.108,SCW47,SCW47C320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,43,0.125,SCW47,SCW47A220C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,44,0.122,SCW47,SCW47A220C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,45,0.1,SCW47,SCW47A220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,46,0.092,SCW47,SCW47A220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,47,0.113,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,48,0.111,SCW47,SCW47A320C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,49,0.156,SCW47,SCW47A320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,50,0.139,SCW47,SCW47A320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,51,0.154,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,52,0.158,SCW47,SCW47A420C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,53,0.168,SCW47,SCW47A420C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,54,0.165,SCW47,SCW47A420C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,55,0.083,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,56,0.104,SCW47,SCW47B220C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,57,0.116,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,58,0.112,SCW47,SCW47C120C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,59,0.133,SCW47,SCW47C220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,60,0.12,SCW47,SCW47C220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,61,0.116,SCW47,SCW47C220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,62,0.105,SCW47,SCW47C220C32ppt,2,20C32ppt,20C32ppt,p
